Customer ID,recency,frequency,monetary,segment
12597,33,5,2437.83,loyal_customers
12598,24,12,3102.42,champions
12599,43,13,1676.2599999999998,loyal_customers
12600,43,23,3885.1700000000005,loyal_customers
12601,204,6,416.80999999999995,at_risk
12602,73,1,129.22,about_to_sleep
12604,93,2,236.17999999999995,about_to_sleep
12605,379,4,1101.9999999999995,at_risk
12607,72,2,379.0999999999999,about_to_sleep
12608,419,1,159.95,hibernating
12609,92,9,2605.37,loyal_customers
12610,37,6,1438.0900000000001,loyal_customers
12611,66,1,924.5200000000001,promising
12612,72,2,593.5500000000001,about_to_sleep
12613,45,12,5490.69,loyal_customers
12614,292,1,218.14999999999998,hibernating
12615,16,10,4209.360000000001,champions
12616,109,5,664.9499999999998,loyal_customers
12617,43,1,335.63,promising
12618,36,1,121.41,promising
12619,30,12,771.6600000000001,champions
12620,29,3,1092.64,potential_loyalists
12621,16,39,12378.23,champions
12622,246,1,123.85,hibernating
12623,290,7,3039.0199999999995,at_risk
12624,120,2,492.78000000000003,about_to_sleep
12625,226,5,3578.84,at_risk
12626,37,13,4856.3,loyal_customers
12627,25,6,3675.3,champions
12628,18,4,648.6100000000001,potential_loyalists
12629,400,2,635.72,hibernating
12630,24,2,905.08,potential_loyalists
12631,71,7,2862.37,loyal_customers
12632,535,4,627.1600000000001,at_risk
12633,73,10,4154.42,loyal_customers
12634,562,1,360.0,hibernating
12635,104,4,2360.92,need_attention
12637,81,13,7096.639999999999,loyal_customers
12638,47,2,591.55,potential_loyalists
12639,253,3,971.27,at_risk
12640,38,3,609.5300000000001,potential_loyalists
12641,129,1,128.9,about_to_sleep
12642,39,3,743.77,potential_loyalists
12643,235,3,59.75999999999999,at_risk
12644,144,6,1608.1999999999998,loyal_customers
12645,48,10,2926.7,loyal_customers
12646,19,2,838.1600000000001,potential_loyalists
12647,36,39,9048.79,loyal_customers
12648,169,5,820.1500000000001,loyal_customers
12649,121,9,1692.34,loyal_customers
12650,17,1,242.44,new_customers
12651,349,5,365.3,at_risk
12652,336,3,792.0799999999999,at_risk
12653,163,3,2045.69,need_attention
12654,25,5,499.33,champions
12655,438,1,181.70000000000002,hibernating
12656,31,11,3575.66,champions
12657,25,4,516.4200000000001,potential_loyalists
12658,33,1,535.4,promising
12659,44,1,45.6,promising
12660,25,1,203.7,new_customers
12661,450,1,162.00000000000003,hibernating
12662,15,22,5907.37,champions
12663,639,3,70.80000000000001,at_risk
12664,73,5,496.80000000000007,loyal_customers
12665,339,5,247.45000000000002,at_risk
12666,408,1,600.62,hibernating
12667,72,1,410.23,about_to_sleep
12668,21,11,8609.100000000002,champions
12669,165,2,1319.92,about_to_sleep
12670,24,8,2464.2099999999996,champions
12671,620,1,1332.0610000000001,hibernating
12672,344,3,306.95,at_risk
12673,19,3,970.9200000000001,potential_loyalists
12674,26,6,1268.25,champions
12675,592,1,615.2,hibernating
12676,39,10,2062.37,loyal_customers
12677,569,3,273.8,at_risk
12678,57,15,2285.2200000000003,loyal_customers
12679,66,6,595.4600000000002,loyal_customers
12680,15,4,736.9700000000001,potential_loyalists
12681,29,53,22246.04,champions
12682,18,50,17255.0,champions
12683,18,22,8244.69,champions
12684,22,6,1646.1899999999998,champions
12685,42,6,2437.6499999999996,loyal_customers
12686,386,1,142.28,hibernating
12687,495,1,1721.57,hibernating
12688,128,1,2755.04,about_to_sleep
12689,40,2,1020.21,potential_loyalists
12690,220,1,235.11000000000004,hibernating
12691,72,5,777.8,loyal_customers
12692,651,1,103.00000000000001,hibernating
12693,141,9,908.9699999999998,loyal_customers
12694,84,4,950.15,need_attention
12695,21,7,1000.63,champions
12696,449,2,716.0100000000001,hibernating
12697,35,5,658.14,loyal_customers
12698,604,1,218.45000000000005,hibernating
12699,432,1,517.26,hibernating
12700,22,4,3888.6400000000003,potential_loyalists
12701,94,6,2077.53,loyal_customers
12702,34,1,201.0,promising
12703,78,7,785.9300000000001,loyal_customers
12704,21,8,1180.98,champions
12705,29,21,9456.560000000001,champions
12707,306,1,417.52000000000004,hibernating
12708,44,28,4037.64,loyal_customers
12709,17,46,9794.18,champions
12710,111,3,909.8200000000002,need_attention
12711,626,2,1107.45,hibernating
12712,43,26,4635.530000000001,loyal_customers
12713,15,1,722.8500000000001,new_customers
12714,23,12,10865.45,champions
12715,120,1,273.85999999999996,about_to_sleep
12716,18,2,912.9099999999999,potential_loyalists
12717,165,3,1001.9600000000002,need_attention
12718,85,1,182.35000000000002,about_to_sleep
12719,19,3,461.70000000000005,potential_loyalists
12720,17,39,6136.900000000001,champions
12721,46,10,3087.14,loyal_customers
12722,129,2,726.1000000000001,about_to_sleep
12723,18,4,580.33,potential_loyalists
12724,19,7,1870.2099999999998,champions
12725,385,3,1867.2199999999998,at_risk
12726,42,11,2210.46,loyal_customers
12727,25,11,3619.55,champions
12728,85,5,736.92,loyal_customers
12729,128,1,360.71000000000015,about_to_sleep
12730,536,1,583.4000000000001,hibernating
12731,38,15,10533.79,loyal_customers
12732,194,1,178.26000000000005,about_to_sleep
12733,248,5,1666.2199999999998,at_risk
12734,367,3,301.95000000000005,at_risk
12735,329,2,375.07,hibernating
12736,347,1,93.6,hibernating
12738,386,1,220.8,hibernating
12739,113,2,1208.89,about_to_sleep
12740,78,1,344.79999999999995,about_to_sleep
12741,547,1,236.07000000000008,hibernating
12742,614,2,1064.0600000000002,hibernating
12743,148,2,425.23,about_to_sleep
12744,70,8,7192.71,loyal_customers
12745,501,2,417.92999999999995,hibernating
12746,542,3,214.95,at_risk
12747,16,31,6005.139999999999,champions
12748,15,317,34509.78,champions
12749,18,14,3967.44,champions
12750,143,1,184.98,about_to_sleep
12751,459,1,268.27,hibernating
12752,95,1,854.12,about_to_sleep
12753,18,11,1782.7899999999997,champions
12754,291,2,61.62,hibernating
12755,295,18,353.40000000000003,cant_loose
12756,101,1,50.879999999999995,about_to_sleep
12757,30,8,3179.0,champions
12758,131,8,5196.88,loyal_customers
12759,66,8,4251.43,loyal_customers
12760,470,1,317.8,hibernating
12761,479,1,559.9499999999999,hibernating
12762,22,2,1211.3000000000002,potential_loyalists
12763,383,1,640.1600000000001,hibernating
12764,331,1,952.88,hibernating
12765,486,6,1063.98,at_risk
12766,18,10,7645.419999999999,champions
12767,390,1,805.46,hibernating
12769,253,1,869.4,hibernating
12770,471,4,137.5,at_risk
12771,479,2,149.7,hibernating
12772,74,1,615.32,about_to_sleep
12773,578,2,6.960000000000001,hibernating
12774,550,1,83.7,hibernating
12775,31,7,1169.0600000000002,champions
12776,682,1,27.5,hibernating
12777,472,1,370.20000000000005,hibernating
12778,34,9,1209.4099999999999,loyal_customers
12779,35,21,4640.929999999999,loyal_customers
12780,613,1,242.27999999999997,hibernating
12781,35,3,590.5400000000001,potential_loyalists
12782,19,14,3546.09,champions
12783,16,4,1011.3000000000002,potential_loyalists
12784,29,2,1342.65,potential_loyalists
12785,17,5,679.56,champions
12786,624,1,548.5000000000001,hibernating
12787,24,5,733.78,champions
12788,477,4,384.90000000000003,at_risk
12789,527,2,148.5,hibernating
12790,206,3,349.25000000000006,at_risk
12791,614,3,378.42999999999995,at_risk
12792,271,2,651.51,hibernating
12793,349,3,751.53,at_risk
12794,67,2,795.5100000000001,potential_loyalists
12795,33,1,144.63,promising
12797,374,6,560.91,at_risk
12798,436,1,43.49,hibernating
12799,543,1,202.40000000000003,hibernating
12800,484,2,500.25,hibernating
12801,515,1,699.35,hibernating
12802,198,6,1932.2,loyal_customers
12803,407,1,874.4100000000001,hibernating
12804,480,2,289.22,hibernating
12805,396,4,999.55,at_risk
12806,586,2,676.56,hibernating
12807,397,1,176.59999999999997,hibernating
12808,51,5,823.1499999999999,loyal_customers
12809,182,7,1089.6899999999998,loyal_customers
12810,549,2,474.99000000000007,hibernating
12811,276,4,851.6,at_risk
12812,59,1,229.64,promising
12813,516,3,915.8000000000001,at_risk
12815,162,2,687.66,about_to_sleep
12816,110,2,265.9,about_to_sleep
12817,295,3,570.98,at_risk
12818,192,2,243.39999999999998,about_to_sleep
12819,472,1,335.2800000000001,hibernating
12820,17,13,2285.63,champions
12821,228,2,203.79999999999998,hibernating
12822,85,2,743.2800000000001,about_to_sleep
12824,74,1,316.41999999999996,about_to_sleep
12825,535,2,260.28000000000003,hibernating
12826,17,13,2711.88,champions
12827,20,3,430.15,potential_loyalists
12828,17,6,961.96,champions
12829,351,2,47.52,hibernating
12831,276,3,315.15,at_risk
12832,46,2,366.5300000000001,potential_loyalists
12833,159,1,292.03,about_to_sleep
12834,297,1,201.08000000000004,hibernating
12835,432,48,5111.969999999999,cant_loose
12836,73,15,3965.18,loyal_customers
12837,187,2,439.21000000000004,about_to_sleep
12838,48,12,2537.69,loyal_customers
12839,17,30,9045.27,champions
12840,158,11,3695.41,loyal_customers
12841,19,42,5829.66,champions
12842,84,4,973.31,need_attention
12843,174,26,2888.6000000000004,loyal_customers
12844,43,4,558.0200000000001,potential_loyalists
12845,283,2,54.79,hibernating
12847,36,2,1061.13,potential_loyalists
12848,690,1,154.3,hibernating
12849,45,6,1902.27,loyal_customers
12851,111,2,218.98,about_to_sleep
12852,304,2,252.35000000000005,hibernating
12853,122,15,2465.9500000000003,loyal_customers
12854,93,11,2505.3199999999997,loyal_customers
12855,387,3,407.69,at_risk
12856,22,7,1964.68,champions
12857,225,7,2237.899999999999,at_risk
12858,397,1,110.27,hibernating
12859,473,1,462.9,hibernating
12860,707,1,34.22,hibernating
12861,634,1,39.599999999999994,hibernating
12862,440,2,794.42,hibernating
12863,66,6,697.25,loyal_customers
12864,152,2,11.149999999999999,about_to_sleep
12865,40,4,2836.7,potential_loyalists
12866,297,3,880.8499999999999,at_risk
12867,40,16,7344.84,loyal_customers
12868,200,8,2158.81,at_risk
12869,696,1,230.57,hibernating
12870,380,4,1251.24,at_risk
12871,98,2,120.53999999999999,about_to_sleep
12872,341,13,3167.79,cant_loose
12873,412,2,793.5999999999999,hibernating
12874,399,3,691.7,at_risk
12876,72,5,2371.28,loyal_customers
12877,18,20,2780.4300000000003,champions
12878,32,3,825.74,potential_loyalists
12879,59,4,200.01,potential_loyalists
12880,396,2,502.43,hibernating
12881,290,1,69.0,hibernating
12882,23,2,995.4,potential_loyalists
12883,39,4,512.87,potential_loyalists
12884,102,1,107.25,about_to_sleep
12885,77,3,977.22,need_attention
12886,82,3,1042.0,need_attention
12887,398,1,194.7,hibernating
12888,228,3,177.42000000000002,at_risk
12889,395,6,256.26,at_risk
12890,38,2,654.6299999999999,potential_loyalists
12892,411,1,237.53000000000003,hibernating
12893,45,1,188.14000000000001,promising
12894,589,1,103.95,hibernating
12895,56,3,309.55,potential_loyalists
12897,219,4,291.45000000000005,at_risk
12898,674,1,124.32,hibernating
12899,428,1,209.85,hibernating
12900,436,1,268.08000000000004,hibernating
12901,24,15,1162.35,champions
12902,279,1,87.78,hibernating
12903,443,1,785.8500000000001,hibernating
12904,32,2,351.73,potential_loyalists
12905,591,3,731.5400000000001,at_risk
12906,26,5,1108.02,champions
12907,410,3,335.15999999999997,at_risk
12909,54,13,1760.9699999999998,loyal_customers
12910,37,13,3685.82,loyal_customers
12911,566,1,1160.4400000000003,hibernating
12912,22,4,735.6600000000002,potential_loyalists
12913,19,10,2174.9500000000007,champions
12914,415,1,81.06,hibernating
12915,163,8,670.5,loyal_customers
12916,153,8,2696.4400000000005,loyal_customers
12917,414,6,567.9000000000001,at_risk
12919,22,7,1141.3600000000001,champions
12920,31,4,417.4,potential_loyalists
12921,18,101,26636.440000000002,champions
12922,175,1,377.3,about_to_sleep
12923,78,3,455.41999999999996,need_attention
12924,102,14,1284.77,loyal_customers
12925,19,3,661.3299999999999,potential_loyalists
12926,425,4,1464.21,at_risk
12927,409,1,180.36,hibernating
12928,49,12,3479.55,loyal_customers
12929,326,1,70.95000000000002,hibernating
12930,92,4,383.71000000000004,need_attention
12931,81,9,543.3399999999999,loyal_customers
12932,553,8,1271.78,at_risk
12933,38,10,1288.37,loyal_customers
12935,16,17,3671.46,champions
12936,31,3,911.9000000000001,potential_loyalists
12937,29,9,2425.86,champions
12938,40,1,100.22,promising
12939,349,3,244.07999999999998,at_risk
12940,69,3,519.9200000000001,potential_loyalists
12941,738,1,304.77,hibernating
12942,145,3,679.8500000000001,need_attention
12943,315,4,217.0,at_risk
12944,50,2,519.81,potential_loyalists
12945,302,2,684.4100000000001,hibernating
12946,451,1,293.8,hibernating
12947,158,6,1528.8799999999999,loyal_customers
12948,30,10,1998.11,champions
12949,45,27,13012.33,loyal_customers
12950,22,2,284.2,potential_loyalists
12951,23,18,2942.17,champions
12952,20,5,1053.31,champions
12953,24,2,576.21,potential_loyalists
12954,653,1,136.95,hibernating
12955,15,13,3254.3599999999997,champions
12956,320,4,474.57,at_risk
12957,18,19,7543.139999999999,champions
12958,414,2,354.39,hibernating
12959,498,1,63.6,hibernating
12960,428,4,1071.0699999999997,at_risk
12961,393,1,198.07,hibernating
12962,21,2,240.89000000000001,potential_loyalists
12963,22,14,3065.13,champions
12964,451,1,92.49000000000001,hibernating
12965,103,1,582.71,about_to_sleep
12966,24,1,147.68,new_customers
12967,17,4,1291.0700000000002,potential_loyalists
12968,126,1,126.0,about_to_sleep
12969,617,1,109.7,hibernating
12970,21,10,1208.15,champions
12971,18,106,8215.44,champions
12972,428,6,832.3199999999999,at_risk
12973,428,1,70.05000000000001,hibernating
12974,212,2,315.8,hibernating
12975,451,6,1630.17,at_risk
12976,226,8,2381.8999999999996,at_risk
12977,170,4,309.03,need_attention
12978,399,6,2364.23,at_risk
12979,743,1,320.91,hibernating
12980,197,7,505.7700000000001,loyal_customers
12981,44,2,372.2199999999999,potential_loyalists
12982,254,17,2213.3,cant_loose
12983,612,1,314.88,hibernating
12984,33,1,97.5,promising
12985,15,2,1018.52,potential_loyalists
12986,417,11,1404.67,cant_loose
12987,88,6,917.1600000000001,loyal_customers
12988,306,1,315.67,hibernating
12989,17,21,2137.4799999999996,champions
12990,45,6,604.4999999999999,loyal_customers
12991,37,3,595.2199999999999,potential_loyalists
12992,739,1,93.35000000000001,hibernating
12993,37,9,1155.4600000000003,loyal_customers
12994,18,5,723.0699999999999,champions
12996,390,1,198.15,hibernating
12997,36,16,1632.77,loyal_customers
12998,507,4,684.42,at_risk
12999,219,2,273.78,hibernating
13000,274,4,780.46,at_risk
13001,18,37,15688.42,champions
13002,332,3,387.18000000000006,at_risk
13003,165,2,89.05000000000001,about_to_sleep
13004,26,44,10189.24,champions
13005,188,5,640.3800000000001,loyal_customers
13006,70,1,11.52,promising
13007,594,1,116.1,hibernating
13008,337,6,543.28,at_risk
13010,388,2,242.4,hibernating
13011,386,1,101.10000000000002,hibernating
13012,23,14,2404.78,champions
13013,15,29,10472.03,champions
13014,17,18,3079.7700000000004,champions
13015,67,14,4670.550000000001,loyal_customers
13016,87,3,709.3399999999999,need_attention
13018,30,37,8394.33,champions
13019,393,7,1136.6000000000001,at_risk
13020,562,5,572.9599999999999,at_risk
13021,18,24,3667.74,champions
13022,444,1,50.3,hibernating
13023,78,3,792.6699999999998,need_attention
13024,478,3,430.57,at_risk
13025,746,1,203.14999999999998,hibernating
13026,15,9,901.5699999999999,champions
13028,37,3,611.8000000000001,potential_loyalists
13029,45,4,197.5,potential_loyalists
13030,25,2,882.3699999999999,potential_loyalists
13031,421,5,2928.24,at_risk
13032,53,11,1939.04,loyal_customers
13033,371,2,220.54999999999998,hibernating
13034,69,3,874.8299999999999,potential_loyalists
13035,72,4,613.95,need_attention
13036,699,1,15.0,hibernating
13037,152,16,3297.76,loyal_customers
13038,94,3,891.46,need_attention
13039,598,4,634.0300000000001,at_risk
13040,23,2,676.99,potential_loyalists
13041,465,4,623.6300000000001,at_risk
13042,598,4,1368.8400000000001,at_risk
13043,287,1,139.7,hibernating
13044,305,11,3428.6300000000006,cant_loose
13045,113,3,750.1700000000001,need_attention
13046,45,3,690.25,potential_loyalists
13047,46,40,5874.780000000001,loyal_customers
13048,28,13,3869.1400000000003,champions
13049,78,5,772.3400000000001,loyal_customers
13050,23,48,9913.7,champions
13051,593,1,46.8,hibernating
13052,226,7,2643.9799999999996,at_risk
13053,636,1,93.65,hibernating
13055,78,6,2070.6899999999996,loyal_customers
13056,565,1,133.82999999999998,hibernating
13057,544,3,335.3500000000001,at_risk
13058,39,3,261.45,potential_loyalists
13059,264,12,1650.67,cant_loose
13060,268,1,243.92999999999998,hibernating
13061,86,1,200.31,about_to_sleep
13062,205,1,65.69999999999999,hibernating
13063,495,1,188.39999999999998,hibernating
13064,27,6,1291.1200000000001,champions
13065,387,6,1034.01,at_risk
13066,38,2,357.75,potential_loyalists
13067,96,3,373.11,need_attention
13069,15,39,6493.77,champions
13070,206,5,685.4,at_risk
13071,626,1,78.22,hibernating
13072,281,1,177.14999999999998,hibernating
13073,425,2,331.43,hibernating
13074,525,3,433.8,at_risk
13075,144,1,477.21,about_to_sleep
13076,472,1,135.4,hibernating
13077,15,13,2753.03,champions
13078,15,89,19005.110000000004,champions
13079,18,6,419.18,champions
13080,193,4,260.83,need_attention
13081,15,38,39075.08,champions
13082,140,19,2181.8900000000003,loyal_customers
13083,18,3,245.88,potential_loyalists
13085,172,9,2061.18,loyal_customers
13086,397,1,397.03000000000003,hibernating
13087,740,1,195.54000000000002,hibernating
13088,431,1,134.26,hibernating
13089,18,193,67099.11,champions
13090,23,21,5287.52,champions
13092,85,15,1273.66,loyal_customers
13093,290,79,20986.59,cant_loose
13094,200,6,239.28,at_risk
13095,85,1,60.48,about_to_sleep
13097,47,35,9142.32,loyal_customers
13098,15,38,9754.02,champions
13101,248,4,543.6099999999999,at_risk
13102,15,41,8508.55,champions
13103,54,3,607.6399999999999,potential_loyalists
13104,17,7,860.46,champions
13106,143,3,231.9,need_attention
13107,58,15,2835.86,loyal_customers
13108,387,2,493.59999999999997,hibernating
13109,17,7,1048.6599999999999,champions
13110,45,12,2015.7200000000003,loyal_customers
13111,733,1,311.8,hibernating
13112,555,2,2.509999999999999,hibernating
13113,15,53,5451.09,champions
13114,745,1,163.92999999999998,hibernating
13115,23,21,4892.04,champions
13116,152,1,291.28999999999996,about_to_sleep
13117,36,19,2305.54,loyal_customers
13118,34,12,1900.6000000000001,loyal_customers
13119,683,1,134.9,hibernating
13120,253,1,30.599999999999998,hibernating
13121,283,2,231.35999999999996,hibernating
13122,254,1,821.1,hibernating
13123,487,2,457.0,hibernating
13124,104,4,3605.29,need_attention
13125,538,1,96.17999999999999,hibernating
13126,19,17,3476.2299999999996,champions
13127,92,1,259.16999999999996,about_to_sleep
13129,466,2,138.45,hibernating
13130,108,1,64.0,about_to_sleep
13131,37,7,2089.27,loyal_customers
